label,other,area,name,gros_label,sectors,x,y
18C84,NO,18,PH35 4,QTC84,,209337.494030214,802876.40125976
18C21,NO,18,IV22 2,QTC21,,195448.010714356,869840.175268452
18C26,NO,18,IV27 4,QTC26,,239188.322971602,936614.908971125
18C60,NO,18,KW14 7,QTC60,,289829.609638685,960895.404114053
27C02,NO,27,ZE2 9,RDC02,,436057.115849729,1157683.85014739
04C18,NO,04,PA28 6,QDC18,,170897.439710584,624153.337717856
08C26,NO,08,DG8 0,QHC26,,223683.003490585,565680.242367835
08C28,NO,08,DG8 7,QHC28,,246120.654439447,572160.208686664
28C07,NO,28,KA26 0 (part),REC07,,219973.671554085,584226.125333775
10C24,NO,10,KA6 7 (part),QKC24,,246632.711446301,604264.774572958
08C25,NO,08,DG7 3 (part),QHC25,,263892.081902574,584512.343000319
08C19,NO,08,DG3 5,QHC19,,290622.554399196,598961.564914902
08C11,NO,08,DG13 0,QHC11,,331455.746588559,594172.759490543
29C29,NO,29,ML12 6 (part),RFC29,,295942.958703383,624229.871003582
05C26,NO,05,TD7 5 (part),QEC26,,330060.216672466,620935.440452878
05C28,NO,05,TD9 0,QEC28,,347890.446620659,597416.954961975
05C29,NO,05,TD9 7,QEC29,,339682.973431063,611895.596308032
04C39,NO,04,PA60 7,QDC39,,155843.269631475,681108.045894642
18C85,NO,18,PH36 4,QTC85,,162903.946839522,766326.712731698
22C25,NO,22,KA27 8,QYC25,,195991.211028555,635638.166123346
04C19,NO,04,PA29 6,QDC19,,178836.606587088,657630.988026932
04C21,NO,04,PA31 8,QDC21,,182345.540355006,691583.965846464
30C21,NO,30,G63 0 (part),RGC21,,251649.467234241,690362.473726986
30C17,NO,30,FK8 3,RGC17,,252766.537382117,700718.059879354
30C04,NO,30,FK17 8,RGC04,,256740.166727366,709463.927200071
04C24,NO,04,PA34 4,QDC24,,188310.499079487,721085.606261224
04C26,NO,04,PA35 1,QDC26,,204185.93023804,727726.057044972
04C23,NO,04,PA33 1,QDC23,,211076.776307727,721012.294609699
04C28,NO,04,PA37 1,QDC28,,198808.738169679,739392.036023476
18C82,NO,18,PH33 7,QTC82,,195733.821056535,770402.985716652
18C87,NO,18,PH38 4,QTC87,,175975.647900169,779245.174777416
18C90,NO,18,PH41 4,QTC90,,180331.603344019,799645.94644702
18C92,NO,18,PH49 4,QTC92,,221166.977839206,753256.298516495
18C81,NO,18,PH33 6,QTC81,,217262.034903454,767004.037236638
25C24,NO,25,PH17 2,RBC24,,251516.492776629,758656.377968553
18C83,NO,18,PH34 4,QTC83,,213387.03753223,791324.586482624
18C79,NO,18,PH31 4,QTC79,,234113.402906821,776205.814284643
25C34,NO,25,PH6 2,RBC34,,271491.960755736,721894.449079918
30C09,NO,30,FK21 8 (part),RGC09,,253116.6486013,733008.987721304
25C13,NO,25,PH1 3,RBC13,,299278.339505419,728442.159401142
25C37,NO,25,PH8 0,RBC37,,292353.098815459,739709.47303129
25C22,NO,25,PH15 2,RBC22,,266589.547437678,744847.921077993
25C23,NO,25,PH16 5,RBC23,,282321.106470243,759173.157435657
18C71,NO,18,PH19 1,QTC71,,256452.081064884,780618.720100469
18C72,NO,18,PH20 1,QTC72,,251069.560267393,792328.61869704
25C25,NO,25,PH18 5,RBC25,,281521.46304133,773149.263146087
25C17,NO,25,PH10 7,RBC17,,308887.280809138,764526.550037635
02C17,NO,02,AB35 5,QBC17,,317279.897395862,791661.975684318
18C42,NO,18,IV51 9,QTC42,,143665.733722603,854275.929489087
32C04,NO,32,HS3 3,RJC04,,110217.887759758,901635.743102519
32C03,NO,32,HS2 9,RJC03,,122575.103023036,924046.34240301
32C02,NO,32,HS2 0,RJC02,,142650.762641587,947145.231726785
18C31,NO,18,IV40 8,QTC31,,197830.433438612,823365.693563408
18C45,NO,18,IV54 8,QTC45,,189354.731714236,846762.877432679
18C30,NO,18,IV4 7,QTC30,,229739.569242178,834040.787269366
18C48,NO,18,IV6 7,QTC48,,233346.13952687,850388.301122572
18C08,NO,18,IV14 9,QTC08,,238463.002055282,871189.529625158
18C73,NO,18,PH21 1,QTC73,,279005.987527953,797856.963576128
18C17,NO,18,IV2 6,QTC17,,259377.503650142,823716.790925235
25C31,NO,25,PH3 1,RBC31,,295075.263188004,713315.026044235
18C07,NO,18,IV13 7,QTC07,,273456.934502071,821916.512868918
21C01,NO,21,AB37 9 (part),QXC01,,317594.572219486,819709.163685196
18C06,NO,18,IV12 5,QTC06,,289543.744842741,845155.672453469
21C02,NO,21,AB38 7,QXC02,,320210.989851713,845982.425107366
18C22,NO,18,IV23 2,QTC22,,217338.191935484,877076.417375539
18C25,NO,18,IV26 2,QTC25,,212539.696807612,906028.802255416
18C23,NO,18,IV24 3,QTC23,,240672.617152484,899503.35461551
18C57,NO,18,KW11 6,QTC57,,280499.657452992,933006.531071427
18C58,NO,18,KW12 6,QTC58,,306608.068532198,947736.847501509
05C13,NO,05,TD11 3 (part),QEC13,,376077.656196406,657601.331246378
02C11,NO,02,AB31 6,QBC11,,364995.431004182,789045.587392879
02C39,NO,02,AB51 0,QBC39,,379320.127908279,823590.68868296
27C02,NO,27,ZE2 9,RDC02,,449735.865661158,1191720.05676073
08C34,NO,08,DG9 9,QHC34,,209169.363181147,546981.147467581
08C30,NO,08,DG8 9,QHC30,,236823.039950918,551115.633392156
08C29,NO,08,DG8 8,QHC29,,243652.172739247,541823.134601786
08C22,NO,08,DG6 4,QHC22,,267889.625245244,550836.726851179
08C23,NO,08,DG7 1,QHC23,,277952.583226909,556381.584498086
08C31,NO,08,DG9 0,QHC31,,200078.330843789,565714.381972566
08C33,NO,08,DG9 8,QHC33,,208254.926897235,560402.327133294
08C27,NO,08,DG8 6 (part),QHC27,,238198.359852581,569593.232643589
28C08,NO,28,KA26 9,REC08,,230165.20197322,596526.452447208
28C04,NO,28,KA19 7 (part),REC04,,237480.516197709,603464.237860597
08C24,NO,08,DG7 2,QHC24,,262393.145983297,563997.184682922
08C16,NO,08,DG2 8,QHC16,,291677.452982288,566771.185057825
08C18,NO,08,DG3 4,QHC18,,277683.596050631,595367.161205904
08C14,NO,08,DG2 0,QHC14,,288679.599803714,584505.419259439
08C01,NO,08,DG1 1,QHC01,,297446.227610554,589374.605042546
08C03,NO,08,DG1 3,QHC03,,301179.950001787,585933.17605943
08C04,NO,08,DG1 4,QHC04,,304657.448320071,570701.114931532
08C08,NO,08,DG11 3,QHC08,,324415.31225936,576269.177391207
08C06,NO,08,DG11 1,QHC06,,308593.956770894,583756.3787656
08C12,NO,08,DG14 0 (part),QHC12,,336938.065452764,577863.400408983
08C07,NO,08,DG11 2,QHC07,,318316.255535857,589551.357501101
10C11,NO,10,KA18 4 (part),QKC11,,260623.20102567,610672.923651127
08C20,NO,08,DG4 6 (part),QHC20,,276877.832353227,611432.867575365
10C10,NO,10,KA18 3,QKC10,,266553.354231246,624972.60429347
29C25,NO,29,ML11 0,RFC25,,279561.196234086,631300.089432955
29C28,NO,29,ML11 9,RFC28,,285543.768232438,640309.679899775
08C05,NO,08,DG10 9 (part),QHC05,,309099.451442808,605400.805458223
05C08,NO,05,ML12 6 (part),QEC08,,310391.021213503,626858.4073321
05C06,NO,05,EH45 9,QEC06,,322624.472711777,633868.571438018
05C04,NO,05,EH44 6,QEC04,,331438.86653805,638931.034537647
05C31,NO,05,TD9 9,QEC31,,353932.358296559,606515.174024864
05C30,NO,05,TD9 8,QEC30,,358950.494857629,613319.281882901
05C27,NO,05,TD8 6,QEC27,,368375.385162259,616920.30377248
05C25,NO,05,TD7 4,QEC25,,347460.71383689,624080.024483098
05C11,NO,05,TD1 3,QEC11,,344523.74901761,634113.58303939
05C24,NO,05,TD6 9,QEC24,,355354.294501118,630438.392828831
05C22,NO,05,TD5 8,QEC22,,377619.255996188,625597.875519137
04C32,NO,04,PA43 7,QDC32,,135705.661763149,655364.046064112
04C33,NO,04,PA44 7,QDC33,,132987.766600054,668955.247556903
04C31,NO,04,PA42 7,QDC31,,138029.099832044,649541.193058802
04C40,NO,04,PA61 7,QDC40,,138485.345141715,694995.679528257
04C51,NO,04,PA77 6,QDC51,,99442.901947628,744956.736097928
04C52,NO,04,PA78 6,QDC52,,120353.006185859,757840.999384794
04C45,NO,04,PA69 6,QDC45,,152234.287060256,726589.602819211
04C46,NO,04,PA71 6,QDC46,,158332.949726989,736773.206702548
04C42,NO,04,PA65 6,QDC42,,167475.948202472,732528.409709022
04C48,NO,04,PA73 6,QDC48,,146317.406688372,743510.588286909
04C49,NO,04,PA75 6,QDC49,,143723.858534495,751331.00162832
04C47,NO,04,PA72 6,QDC47,,152176.713322451,747856.338023836
18C69,NO,18,PA34 5 (part),QTC69,,169652.566941765,751181.504582242
18C91,NO,18,PH42 4,QTC91,,136879.297405462,798278.534308024
18C89,NO,18,PH40 4,QTC89,,170282.840636728,792680.627520658
04C08,NO,04,PA20 0,QDC08,,204215.921117616,667073.246580826
04C10,NO,04,PA21 2,QDC10,,195307.142215795,675889.404091921
04C12,NO,04,PA23 7,QDC12,,211871.648883061,675218.820569051
22C22,NO,22,KA24 5,QYC22,,225921.939704211,653949.28607163
10C18,NO,10,KA3 6,QKC18,,248982.457272391,643832.56454358
26C06,NO,26,PA12 4,RCC06,,233091.435925778,660567.506783997
04C11,NO,04,PA22 3,QDC11,,203150.150917411,684166.275699423
04C13,NO,04,PA23 8,QDC13,,212520.312307503,687401.984151167
25C35,NO,25,PH7 3,RBC35,,292033.623484881,722391.01994752
25C26,NO,25,PH2 0,RBC26,,304082.372832155,715693.460914066
25C11,NO,25,PH1 1,RBC11,,303777.107465854,722702.609603741
25C30,NO,25,PH2 9,RBC30,,311594.929998701,713821.806492907
04C29,NO,04,PA38 4 (part),QDC29,,200820.193010375,747581.147627237
30C08,NO,30,FK20 8 (part),RGC08,,236015.469043141,725742.375449191
04C27,NO,04,PA36 4,QDC27,,229601.583258691,741018.54285554
30C06,NO,30,FK19 8 (part),RGC06,,250884.204342546,720990.314057227
18C86,NO,18,PH37 4,QTC86,,184647.292402141,778891.954109485
04C17,NO,04,PA27 8,QDC17,,206869.282795925,697151.189361611
04C14,NO,04,PA24 8,QDC14,,219396.001205464,699154.425902261
04C22,NO,04,PA32 8,QDC22,,207624.053943203,710003.264356781
04C04,NO,04,G84 0,QDC04,,224783.103062041,688663.492020604
04C02,NO,04,G83 7 (part),QDC02,,228539.104132438,707688.77936774
04C16,NO,04,PA26 8,QDC16,,221943.933273683,713885.656793978
29C24,NO,29,ML10 6,RFC24,,266918.048571886,641157.993503836
23C38,NO,23,ML6 8,QZC38,,281589.893630076,665097.327384037
29C27,NO,29,ML11 8,RFC27,,298863.159771561,649192.773249624
05C07,NO,05,EH46 7 (part),QEC07,,315167.425813971,650262.026421629
05C05,NO,05,EH45 8,QEC05,,321974.108944695,643893.226707687
20C11,NO,20,EH23 4,QWC11,,332590.0295482,656729.279305567
31C12,NO,31,EH49 7 (part),RHC12,,304547.43079423,677111.344091231
30C14,NO,30,FK7 9,RGC14,,273654.477159422,688820.905436425
30C18,NO,30,FK9 4,RGC18,,275900.806649854,697333.161934156
30C03,NO,30,FK16 6,RGC03,,270549.824604532,705360.631724824
30C02,NO,30,FK15 9 (part),RGC02,,275893.612192381,704969.655141834
25C33,NO,25,PH5 2,RBC33,,284362.300757656,715961.298688016
25C38,NO,25,PH9 0,RBC38,,299413.777533728,751998.56818431
25C14,NO,25,PH1 4,RBC14,,306433.33480672,735975.003977643
25C27,NO,25,PH2 6,RBC27,,315506.314396869,732500.571167548
25C18,NO,25,PH11 8 (part),RBC18,,323020.521578271,750438.67482018
03C16,NO,03,DD8 1 (part),QCC16,,339028.200145719,746114.345673922
03C20,NO,03,DD8 5,QCC20,,332381.917290718,755373.578812262
03C23,NO,03,PH11 8 (part),QCC23,,321624.898609623,765433.636835473
03C19,NO,03,DD8 4,QCC19,,332810.516638069,768979.798080466
32C09,NO,32,HS8 5,RJC09,,78687.4648673974,830313.269148751
32C08,NO,32,HS7 5,RJC08,,81385.3956887073,851944.498047164
32C07,NO,32,HS6 5,RJC07,,84202.6340152728,868934.569587763
18C36,NO,18,IV45 8,QTC36,,161126.57786241,807285.375756495
18C40,NO,18,IV49 9,QTC40,,156616.641701986,821462.837136151
18C34,NO,18,IV43 8,QTC34,,171316.837942509,816032.990541077
18C38,NO,18,IV47 8,QTC38,,140726.561615131,826195.808525393
18C47,NO,18,IV56 8,QTC47,,137993.500816669,839326.76817786
18C32,NO,18,IV41 8,QTC32,,173538.642639911,822821.363330036
18C46,NO,18,IV55 8,QTC46,,123209.200663993,849310.245155998
18C31,NO,18,IV40 8,QTC31,,157447.605795178,841843.283907918
18C20,NO,18,IV21 2,QTC20,,177734.595396828,875990.148158224
32C02,NO,32,HS2 0,RJC02,,151331.213204608,933061.157360926
18C50,NO,18,IV63 7,QTC50,,230272.101540884,816503.293115698
18C80,NO,18,PH32 4,QTC80,,244204.048913612,804812.802617732
18C49,NO,18,IV63 6,QTC49,,245923.015708984,829820.35669368
18C29,NO,18,IV3 8,QTC29,,259010.443706401,840473.999518135
18C10,NO,18,IV16 9,QTC10,,251438.86414364,873278.347049711
18C74,NO,18,PH22 1,QTC74,,294341.626857319,807548.640452839
18C75,NO,18,PH23 3,QTC75,,288705.064590074,822134.780459045
18C16,NO,18,IV2 5,QTC16,,274986.200037119,843309.256632787
18C77,NO,18,PH25 3,QTC77,,304844.759110176,815577.766265591
02C18,NO,02,AB36 8,QBC18,,330246.008470393,812320.535121363
30C22,NO,30,G63 9 (part),RGC22,,252653.51766509,681849.451051722
11C18,NO,11,G66 7,QLC18,,259920.145698115,680278.246602546
11C19,NO,11,G66 8 (part),QLC19,,264521.287958002,678526.243075968
04C06,NO,04,G84 8,QDC06,,227000.927415369,685583.191915776
04C07,NO,04,G84 9,QDC07,,230408.701861169,686183.440736389
18C78,NO,18,PH26 3 (part),QTC78,,304979.657058824,831086.419868603
21C04,NO,21,AB54 4 (part),QXC04,,336831.521721611,826684.853587628
21C06,NO,21,AB55 4,QXC06,,332565.66974993,835418.169855831
18C18,NO,18,IV2 7,QTC18,,277774.960468709,851829.040515685
18C51,NO,18,IV7 8,QTC51,,262388.569136525,859852.508973764
18C11,NO,18,IV17 0,QTC11,,261331.691876524,876991.649965308
18C12,NO,18,IV18 0,QTC12,,271904.733901872,874558.627258624
18C13,NO,18,IV19 1,QTC13,,273716.607940866,881169.923780818
18C19,NO,18,IV20 1,QTC19,,286670.537550513,879406.115087907
21C20,NO,21,IV36 2 (part),QXC20,,305852.34092372,852304.716572188
21C16,NO,21,IV30 8,QXC16,,321176.700139599,859745.159137029
21C18,NO,21,IV32 7,QXC18,,333031.133258501,858955.939486734
18C23,NO,18,IV24 3,QTC23,,264809.902233631,893279.205919827
18C24,NO,18,IV25 3,QTC24,,273528.467145067,894503.25479075
18C27,NO,18,IV28 3,QTC27,,271272.028765495,913840.364219425
18C68,NO,18,KW9 6,QTC68,,284231.477289935,910442.818889494
18C67,NO,18,KW8 6,QTC67,,294390.380493785,913078.154481474
18C59,NO,18,KW13 6,QTC59,,286416.634525567,949863.355807499
18C66,NO,18,KW7 6,QTC66,,303695.380982962,926651.936640624
18C64,NO,18,KW5 6,QTC64,,318855.699289768,939864.684793718
18C63,NO,18,KW3 6,QTC63,,325315.102997919,939441.600229008
18C55,NO,18,KW1 5,QTC55,,325424.389122428,950362.743722632
18C54,NO,18,KW1 4,QTC54,,331944.552397086,962966.039042296
18C61,NO,18,KW14 8,QTC61,,321654.398752822,969073.39738539
24C02,NO,24,KW16 3,RAC02,,325395.135624032,996767.176612356
04C03,NO,04,G83 8 (part),QDC03,,232764.940580047,692577.666398088
30C05,NO,30,FK18 8,RGC05,,259712.003342673,717266.663295059
29C39,NO,29,ML9 3,RFC39,,276634.114611651,646044.020065552
29C32,NO,29,ML3 7,RFC32,,273057.425815944,651335.49847398
23C22,NO,23,ML1 5,QZC22,,280503.776688261,659351.175164945
23C40,NO,23,ML7 4,QZC40,,285112.995410056,662827.029845925
29C36,NO,29,ML8 5,RFC36,,283433.599658237,650099.354252643
23C41,NO,23,ML7 5 (part),QZC41,,288778.451998921,660237.504859016
23C37,NO,23,ML6 7 (part),QZC37,,280161.34199638,669773.53073908
23C08,NO,23,G67 4,QZC08,,274202.324230186,672217.095536905
15C07,NO,15,FK1 3 (part),QQC07,,285495.05232541,674148.325147067
11C13,NO,11,G66 1,QLC13,,265640.318273936,674693.666077197
23C03,NO,23,G65 9 (part),QZC03,,270441.882294584,678675.723459273
15C17,NO,15,FK4 1,QQC17,,279989.658441795,680227.011101188
15C18,NO,15,FK4 2 (part),QQC18,,282062.965415548,678499.112600914
15C21,NO,15,FK6 5 (part),QQC21,,277467.0267597,682147.22499172
31C09,NO,31,EH48 3 (part),RHC09,,291311.204254055,668706.792538895
15C06,NO,15,FK1 2 (part),QQC06,,289896.491173244,674786.096939523
31C04,NO,31,EH47 7,RHC04,,300117.230287473,666975.710752019
31C10,NO,31,EH48 4,RHC10,,298117.889176931,671412.471787683
24C03,NO,24,KW17 2,RAC03,,334254.840956479,1005928.22907116
24C02,NO,24,KW16 3,RAC02,,328653.982608812,1012789.86825575
24C03,NO,24,KW17 2,RAC03,,332770.948111001,1021946.95357332
05C10,NO,05,TD1 2,QEC10,,346443.297423269,644291.227092471
05C18,NO,05,TD2 6,QEC18,,352927.34424272,652672.742582648
05C19,NO,05,TD3 6,QEC19,,363769.326084925,647234.312626772
12C17,NO,12,EH41 4,QMC17,,356493.070941502,667564.708714722
12C14,NO,12,EH39 5,QMC14,,353670.471509482,681731.626877511
12C18,NO,12,EH42 1,QMC18,,366382.423028779,674322.230422638
05C16,NO,05,TD14 5,QEC16,,388919.093798239,663951.26384722
16C28,NO,16,KY16 8,QRC28,,352805.933168423,712236.73440545
03C17,NO,03,DD8 2,QCC17,,351121.835922989,748205.526541906
03C18,NO,03,DD8 3,QCC18,,345950.006772233,759107.55083907
03C21,NO,03,DD9 6,QCC21,,357618.431773802,758111.143334514
03C07,NO,03,DD11 4,QCC07,,362678.61664484,749316.846824588
03C08,NO,03,DD11 5,QCC08,,367052.225267345,746366.600595804
03C22,NO,03,DD9 7 (part),QCC22,,348749.527995875,774977.557890485
02C55,NO,02,DD10 0,QBC55,,378503.133516664,769907.349555526
02C08,NO,02,AB30 1 (part),QBC08,,370677.265754405,775574.724071084
02C16,NO,02,AB34 5,QBC16,,347832.478048936,796840.073611914
02C15,NO,02,AB34 4,QBC15,,347081.743369138,806069.444923272
02C09,NO,02,AB31 4,QBC09,,361518.729698803,802289.798036334
02C10,NO,02,AB31 5 (part),QBC10,,374907.081811376,799628.469381809
02C12,NO,02,AB32 6 (part),QBC12,,377893.389644038,805453.352311193
02C20,NO,02,AB39 3,QBC20,,382637.41666666,788563.63614545
02C14,NO,02,AB33 8,QBC14,,351742.185451829,814955.601806283
02C43,NO,02,AB51 7,QBC43,,367359.367075317,812078.15448691
02C50,NO,02,AB54 4 (part),QBC50,,348084.408196172,833529.261987121
02C45,NO,02,AB52 6,QBC45,,363006.220648378,828431.995075652
02C42,NO,02,AB51 5,QBC42,,372181.055099178,822850.957194042
02C51,NO,02,AB54 6,QBC51,,360149.713055086,840203.536094216
02C44,NO,02,AB51 8,QBC44,,372778.490621201,836349.613474448
02C49,NO,02,AB53 8,QBC49,,375992.306076235,843276.84151238
02C22,NO,02,AB41 7,QBC22,,386976.990814296,835463.360064832
02C23,NO,02,AB41 8,QBC23,,396851.807671306,834370.21965736
02C25,NO,02,AB42 0,QBC25,,405953.900560768,837760.627513068
21C08,NO,21,AB55 6,QXC08,,342496.745976487,853079.543083713
02C46,NO,02,AB53 4,QBC46,,367950.733835814,849697.757853218
02C48,NO,02,AB53 6,QBC48,,386170.603052083,848265.647995079
02C38,NO,02,AB45 3,QBC38,,371793.018593879,860187.591702969
21C11,NO,21,AB56 5,QXC11,,345557.212383259,861195.935689713
02C30,NO,02,AB42 5,QBC30,,396498.023199452,845024.84618029
02C31,NO,02,AB43 6,QBC31,,389720.194010438,857350.190115567
02C29,NO,02,AB42 4,QBC29,,403021.743164701,849439.712367473
24C03,NO,24,KW17 2,RAC03,,351411.090511363,1004394.3548938
24C03,NO,24,KW17 2,RAC03,,345359.433326755,1045915.22778225
24C03,NO,24,KW17 2,RAC03,,368020.420242357,1041388.43793069
08C21,NO,08,DG5 4,QHC21,,286249.226931793,559619.497482113
28C05,NO,28,KA19 8,REC05,,227601.69220461,610022.196141589
28C15,NO,28,KA7 4,REC15,,230616.593846277,617216.009206165
